15,17,27,36,23,25,32,38,27,12,347,613.626060999552,1,1,3,9,1,2,5,4,2,0,22,50,31,19,0,11,8,0,0,11,
30,7,17,46,18,20,15,20,43,21,123,370.073637399553,3,0,1,6,1,1,1,1,1,1,6,22,20,2,0,0,2,0,0,3,
17,10,23,35,21,37,100,25,25,40,0,360.923610799553,1,1,2,7,2,1,22,2,1,5,0,44,33,11,0,4,7,0,1,2,
10,13,15,39,15,19,17,34,109,15,115,411.257508499551,1,2,2,5,1,2,1,2,5,1,5,27,20,7,0,3,4,1,0,1,
12,25,39,59,19,41,18,53,50,14,419,760.727478799556,1,1,3,10,1,2,2,4,4,0,26,54,33,21,0,12,9,0,0,4,
23,23,29,41,23,14,27,27,113,32,293,656.426480299557,1,1,2,7,1,1,1,2,8,2,18,44,28,16,0,8,8,1,1,5,
12,14,12,25,19,22,22,37,51,70,77,369.806894299552,2,1,1,3,1,1,1,2,1,9,5,27,21,6,0,3,3,0,0,6,
40,19,81,0,0,0,0,0,0,0,0,182.338153799559,1,1,6,0,0,0,0,0,0,0,0,12,8,4,0,0,4,0,0,0,
32,71,14,39,60,35,57,61,57,20,854,1310.66626499955,1,10,1,6,8,1,5,2,1,1,47,83,49,34,0,28,6,0,1,14,
35,25,55,127,29,24,64,68,98,49,218,802.644635399552,1,1,3,5,1,1,1,1,2,1,8,25,11,14,0,9,5,0,1,3,
14,11,31,20,31,24,34,51,45,24,0,355.840265899551,1,1,5,4,1,2,7,3,3,3,0,36,32,4,0,1,3,1,1,4,
11,71,47,36,15,48,28,20,143,22,317,767.011022099556,1,2,5,8,1,4,1,1,4,2,18,47,30,17,0,12,5,0,0,9,
7,8,8,15,9,11,13,16,24,20,0,184.821816899553,1,1,1,3,1,1,1,1,1,1,0,16,12,4,0,2,2,0,0,2,
54,20,28,54,36,0,0,0,0,0,0,230.672528499553,1,1,1,6,1,0,0,0,0,0,0,10,2,8,0,2,6,0,0,0,
16,17,30,40,19,17,153,30,216,96,189,834.078834399553,1,1,1,6,1,1,51,1,9,7,10,89,69,20,0,12,8,1,1,9,
18,36,42,45,31,20,36,60,54,22,86,459.741382299553,2,1,3,6,1,1,1,2,3,1,4,25,13,12,0,6,6,0,0,1,
20,19,16,44,22,23,25,137,66,23,180,584.925860099554,2,1,1,6,1,1,1,3,5,2,9,32,19,13,0,5,8,0,0,4,
26,18,37,14,34,26,23,35,26,28,148,424.940972499553,1,1,1,1,1,1,1,1,1,2,9,20,15,5,0,4,1,0,0,5,
17,14,15,48,22,19,35,0,0,0,0,201.588685999551,1,1,1,7,1,1,1,0,0,0,0,14,5,9,0,2,7,0,0,0,
10,15,56,27,19,14,33,35,54,15,140,430.907683099553,1,1,4,5,1,1,7,2,2,1,5,30,20,10,0,6,4,0,1,1,
34,19,10,37,14,26,25,38,47,15,128,405.290800399554,5,3,1,9,1,1,2,1,4,1,7,35,23,12,0,3,9,0,0,2,
12,9,24,23,37,25,43,23,32,16,258,512.725089399554,1,1,2,3,1,1,5,1,1,1,17,34,21,13,0,10,3,0,1,6,
56,16,52,33,27,22,10,52,106,26,0,493.474900199555,2,1,2,3,1,1,0,2,9,2,0,30,25,5,0,1,4,2,0,1,
16,60,34,49,78,74,0,0,0,0,0,329.973335699553,1,2,3,13,2,9,0,0,0,0,0,30,20,10,0,3,7,2,0,0,
28,15,15,60,27,22,14,46,95,25,312,705.743559199554,1,1,1,7,1,1,2,1,4,2,15,36,25,11,0,9,2,0,1,6,
13,13,14,28,44,19,11,72,0,0,0,310.889796999552,1,1,1,4,1,1,1,6,0,0,0,20,10,10,0,7,3,0,0,0,
28,24,31,59,31,25,225,156,0,0,0,638.676774299553,1,1,1,9,1,1,53,3,0,0,0,72,60,12,0,2,10,1,0,0,
22,12,9,31,16,18,18,21,104,16,447,722.477138899552,4,1,1,6,1,1,2,1,4,1,33,55,28,27,0,20,7,0,1,14,
18,63,45,60,24,56,61,122,0,0,0,620.142723899547,2,2,2,6,1,2,2,5,0,0,0,30,22,8,0,3,5,3,0,0,
13,10,25,34,36,20,18,40,61,26,0,752.110736999553,1,1,1,6,1,1,2,1,5,2,0,46,30,16,0,9,7,1,1,8,
8,9,13,0,0,0,0,0,0,0,0,50.2705897995584,1,1,3,0,0,0,0,0,0,0,0,8,4,4,0,0,4,0,0,0,
101,215,107,286,91,58,0,0,0,0,0,1267.81577709955,1,1,1,14,1,1,0,0,0,0,0,34,25,9,0,1,8,0,0,0,
17,19,18,22,22,17,14,38,43,27,0,373.907232499558,2,1,2,3,1,1,1,2,3,2,0,25,22,3,0,0,3,0,0,4,
19,10,12,31,28,15,29,62,92,26,361,695.060438099554,2,1,1,6,1,1,6,3,3,2,19,45,33,12,0,6,6,0,0,6,
18,22,41,21,21,28,26,58,144,73,191,651.710042199553,1,1,3,3,1,1,1,2,5,4,10,32,18,14,0,11,3,0,0,5,
20,20,44,71,42,26,33,65,144,23,325,822.928480299553,1,1,4,6,4,1,1,2,2,2,15,39,32,7,0,2,5,0,1,4,
85,21,150,154,75,38,148,104,193,224,0,1202.44892229956,2,0,2,8,2,1,1,4,11,8,0,39,32,7,0,3,4,2,0,4,
25,12,35,55,20,42,39,66,202,31,188,726.977571799554,1,1,3,3,1,2,4,2,5,1,8,31,22,9,0,5,4,0,1,1,
6,13,23,40,11,17,11,18,22,12,88,270.206233099554,1,1,2,2,1,1,1,1,1,1,5,17,9,8,0,6,2,0,0,0,
59,7,26,16,13,24,21,22,43,10,177,430.457789499553,2,0,2,2,1,1,1,1,2,0,10,22,12,10,0,8,2,1,0,4,
0,0,0,0,0,0,0,0,0,0,0,27.603694799549,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,
14,14,45,46,23,32,15,88,53,19,157,516.025577099557,2,1,3,7,1,2,1,2,3,1,9,32,21,11,0,6,5,0,0,3,
142,11,0,0,0,0,0,0,0,0,0,158.254990599558,37,0,0,0,0,0,0,0,0,0,0,37,36,1,0,1,0,0,0,3,
7,0,0,0,0,0,0,0,0,0,0,16.5035817995522,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
7,10,12,38,10,14,16,19,24,17,96,273.056288299555,1,1,1,6,1,1,1,1,1,1,8,23,10,13,0,7,6,0,0,3,
5,37,14,34,7,9,17,18,19,19,22,209.522178599556,2,1,1,1,0,0,0,1,1,1,1,9,9,0,0,0,0,0,0,0,
162,8,9,13,11,0,0,0,0,0,0,215.90572119955,50,1,1,5,1,0,0,0,0,0,0,59,54,5,0,2,3,0,0,0,
26,12,21,29,30,18,26,44,87,19,643,965.996772199553,2,1,1,6,2,1,4,2,7,2,34,62,39,23,0,19,4,1,1,14,
0,0,0,0,0,0,0,0,0,0,0,56.5204210860878,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,
31,0,0,0,0,0,0,0,0,0,0,124.788031499553,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,63.570728299553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,31,15,0,0,0,0,0,0,0,0,75.0874987995531,1,3,1,0,0,0,0,0,0,0,0,6,5,1,0,0,1,0,0,0,
40,65,115,60,55,41,83,129,0,0,0,941.879795199553,1,1,4,8,4,1,1,2,0,0,0,29,11,18,0,9,9,2,0,0,
0,0,0,0,0,0,0,0,0,0,0,2.28671649955322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,38.2541007995528,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,
12,10,9,36,13,23,18,51,56,20,243,500.391803099552,1,1,1,5,1,1,2,4,3,1,10,30,15,15,0,9,6,1,1,4,
14,15,17,26,34,42,24,43,38,22,165,451.424600199553,1,1,1,3,1,2,1,1,1,2,10,24,11,13,0,10,3,0,1,4,
11,11,32,32,25,19,29,39,34,28,154,424.890942899553,1,1,6,8,1,1,5,3,3,2,11,42,28,14,0,8,6,0,1,3,
47,23,35,54,0,0,0,0,0,0,0,176.688507099552,1,1,5,10,0,0,0,0,0,0,0,17,8,9,0,0,9,0,0,0,
30,13,10,14,37,18,26,21,40,24,296,538.742095599553,1,1,1,1,1,1,1,1,2,1,16,27,13,14,0,12,2,0,1,4,
24,22,40,57,52,24,22,36,69,15,341,711.960339699554,2,3,3,11,2,1,2,1,2,1,20,48,27,21,0,10,11,0,1,6,
16,28,36,29,120,37,22,47,147,31,351,875.245410499549,2,4,6,6,16,2,3,2,3,1,15,60,42,18,0,11,7,0,1,4,
45,9,13,18,30,19,18,47,33,35,242,542.175388499552,1,1,1,3,1,1,2,2,1,2,14,29,21,8,0,5,3,0,0,5,
51,25,56,115,38,38,53,100,73,35,412,1006.54660249955,2,1,2,8,1,1,4,4,4,2,16,45,34,11,0,4,7,1,0,6,
0,0,0,0,0,0,0,0,0,0,0,36.0203953995515,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,29.8701168995594,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,6,0,0,0,
25,12,28,20,41,74,42,79,31,24,0,564.809005099552,1,1,2,2,1,5,1,4,1,2,0,27,11,16,0,14,2,0,0,3,
13,9,0,0,0,0,0,0,0,0,0,32.9536546995532,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
14,17,18,21,21,45,16,28,54,28,518,790.327740099554,2,0,2,2,1,3,1,1,3,2,31,48,27,21,0,19,2,1,1,12,
10,24,27,51,22,12,165,48,25,26,175,595.976213099553,1,3,1,10,0,0,23,2,0,1,11,52,41,11,0,2,9,0,0,1,
27,12,27,78,50,95,42,33,54,19,378,825.761450099551,2,1,2,6,2,5,5,2,3,2,27,57,37,20,0,17,3,1,1,7,
14,15,14,27,38,20,58,31,45,36,337,647.293127999557,1,1,1,4,1,1,4,1,2,3,14,33,18,15,0,11,4,0,1,6,
16,32,16,38,19,16,20,28,63,21,0,329.273122099556,1,2,1,7,2,1,1,2,2,1,0,21,12,9,0,4,5,0,1,0,
16,9,19,41,16,19,25,18,117,20,349,663.043343299552,1,1,3,9,1,1,1,1,2,1,16,37,24,13,0,5,8,0,1,2,
15,17,27,36,23,25,32,38,27,12,347,613.626060999552,1,1,3,9,1,2,5,4,2,0,22,50,31,19,0,11,8,0,0,11,
30,7,17,46,18,20,15,20,43,21,123,370.073637399553,3,0,1,6,1,1,1,1,1,1,6,22,20,2,0,0,2,0,0,3,
17,10,23,35,21,37,100,25,25,40,0,360.923610799553,1,1,2,7,2,1,22,2,1,5,0,44,33,11,0,4,7,0,1,2,
10,13,15,39,15,19,17,34,109,15,115,411.257508499551,1,2,2,5,1,2,1,2,5,1,5,27,20,7,0,3,4,1,0,1,
12,25,39,59,19,41,18,53,50,14,419,760.727478799556,1,1,3,10,1,2,2,4,4,0,26,54,33,21,0,12,9,0,0,4,
23,23,29,41,23,14,27,27,113,32,293,656.426480299557,1,1,2,7,1,1,1,2,8,2,18,44,28,16,0,8,8,1,1,5,
12,14,12,25,19,22,22,37,51,70,77,369.806894299552,2,1,1,3,1,1,1,2,1,9,5,27,21,6,0,3,3,0,0,6,
40,19,81,0,0,0,0,0,0,0,0,182.338153799559,1,1,6,0,0,0,0,0,0,0,0,12,8,4,0,0,4,0,0,0,
32,71,14,39,60,35,57,61,57,20,854,1310.66626499955,1,10,1,6,8,1,5,2,1,1,47,83,49,34,0,28,6,0,1,14,
35,25,55,127,29,24,64,68,98,49,218,802.644635399552,1,1,3,5,1,1,1,1,2,1,8,25,11,14,0,9,5,0,1,3,
14,11,31,20,31,24,34,51,45,24,0,355.840265899551,1,1,5,4,1,2,7,3,3,3,0,36,32,4,0,1,3,1,1,4,
11,71,47,36,15,48,28,20,143,22,317,767.011022099556,1,2,5,8,1,4,1,1,4,2,18,47,30,17,0,12,5,0,0,9,
7,8,8,15,9,11,13,16,24,20,0,184.821816899553,1,1,1,3,1,1,1,1,1,1,0,16,12,4,0,2,2,0,0,2,
54,20,28,54,36,0,0,0,0,0,0,230.672528499553,1,1,1,6,1,0,0,0,0,0,0,10,2,8,0,2,6,0,0,0,
16,17,30,40,19,17,153,30,216,96,189,834.078834399553,1,1,1,6,1,1,51,1,9,7,10,89,69,20,0,12,8,1,1,9,
18,36,42,45,31,20,36,60,54,22,86,459.741382299553,2,1,3,6,1,1,1,2,3,1,4,25,13,12,0,6,6,0,0,1,
20,19,16,44,22,23,25,137,66,23,180,584.925860099554,2,1,1,6,1,1,1,3,5,2,9,32,19,13,0,5,8,0,0,4,
26,18,37,14,34,26,23,35,26,28,148,424.940972499553,1,1,1,1,1,1,1,1,1,2,9,20,15,5,0,4,1,0,0,5,
17,14,15,48,22,19,35,0,0,0,0,201.588685999551,1,1,1,7,1,1,1,0,0,0,0,14,5,9,0,2,7,0,0,0,
10,15,56,27,19,14,33,35,54,15,140,430.907683099553,1,1,4,5,1,1,7,2,2,1,5,30,20,10,0,6,4,0,1,1,
34,19,10,37,14,26,25,38,47,15,128,405.290800399554,5,3,1,9,1,1,2,1,4,1,7,35,23,12,0,3,9,0,0,2,
12,9,24,23,37,25,43,23,32,16,258,512.725089399554,1,1,2,3,1,1,5,1,1,1,17,34,21,13,0,10,3,0,1,6,
56,16,52,33,27,22,10,52,106,26,0,493.474900199555,2,1,2,3,1,1,0,2,9,2,0,30,25,5,0,1,4,2,0,1,
16,60,34,49,78,74,0,0,0,0,0,329.973335699553,1,2,3,13,2,9,0,0,0,0,0,30,20,10,0,3,7,2,0,0,
28,15,15,60,27,22,14,46,95,25,312,705.743559199554,1,1,1,7,1,1,2,1,4,2,15,36,25,11,0,9,2,0,1,6,
13,13,14,28,44,19,11,72,0,0,0,310.889796999552,1,1,1,4,1,1,1,6,0,0,0,20,10,10,0,7,3,0,0,0,
28,24,31,59,31,25,225,156,0,0,0,638.676774299553,1,1,1,9,1,1,53,3,0,0,0,72,60,12,0,2,10,1,0,0,
22,12,9,31,16,18,18,21,104,16,447,722.477138899552,4,1,1,6,1,1,2,1,4,1,33,55,28,27,0,20,7,0,1,14,
18,63,45,60,24,56,61,122,0,0,0,620.142723899547,2,2,2,6,1,2,2,5,0,0,0,30,22,8,0,3,5,3,0,0,
13,10,25,34,36,20,18,40,61,26,0,752.110736999553,1,1,1,6,1,1,2,1,5,2,0,46,30,16,0,9,7,1,1,8,
8,9,13,0,0,0,0,0,0,0,0,50.2705897995584,1,1,3,0,0,0,0,0,0,0,0,8,4,4,0,0,4,0,0,0,
101,215,107,286,91,58,0,0,0,0,0,1267.81577709955,1,1,1,14,1,1,0,0,0,0,0,34,25,9,0,1,8,0,0,0,
17,19,18,22,22,17,14,38,43,27,0,373.907232499558,2,1,2,3,1,1,1,2,3,2,0,25,22,3,0,0,3,0,0,4,
19,10,12,31,28,15,29,62,92,26,361,695.060438099554,2,1,1,6,1,1,6,3,3,2,19,45,33,12,0,6,6,0,0,6,
18,22,41,21,21,28,26,58,144,73,191,651.710042199553,1,1,3,3,1,1,1,2,5,4,10,32,18,14,0,11,3,0,0,5,
20,20,44,71,42,26,33,65,144,23,325,822.928480299553,1,1,4,6,4,1,1,2,2,2,15,39,32,7,0,2,5,0,1,4,
85,21,150,154,75,38,148,104,193,224,0,1202.44892229956,2,0,2,8,2,1,1,4,11,8,0,39,32,7,0,3,4,2,0,4,
25,12,35,55,20,42,39,66,202,31,188,726.977571799554,1,1,3,3,1,2,4,2,5,1,8,31,22,9,0,5,4,0,1,1,
6,13,23,40,11,17,11,18,22,12,88,270.206233099554,1,1,2,2,1,1,1,1,1,1,5,17,9,8,0,6,2,0,0,0,
59,7,26,16,13,24,21,22,43,10,177,430.457789499553,2,0,2,2,1,1,1,1,2,0,10,22,12,10,0,8,2,1,0,4,
0,0,0,0,0,0,0,0,0,0,0,27.603694799549,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,
14,14,45,46,23,32,15,88,53,19,157,516.025577099557,2,1,3,7,1,2,1,2,3,1,9,32,21,11,0,6,5,0,0,3,
142,11,0,0,0,0,0,0,0,0,0,158.254990599558,37,0,0,0,0,0,0,0,0,0,0,37,36,1,0,1,0,0,0,3,
7,0,0,0,0,0,0,0,0,0,0,16.5035817995522,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
7,10,12,38,10,14,16,19,24,17,96,273.056288299555,1,1,1,6,1,1,1,1,1,1,8,23,10,13,0,7,6,0,0,3,
5,37,14,34,7,9,17,18,19,19,22,209.522178599556,2,1,1,1,0,0,0,1,1,1,1,9,9,0,0,0,0,0,0,0,
162,8,9,13,11,0,0,0,0,0,0,215.90572119955,50,1,1,5,1,0,0,0,0,0,0,59,54,5,0,2,3,0,0,0,
26,12,21,29,30,18,26,44,87,19,643,965.996772199553,2,1,1,6,2,1,4,2,7,2,34,62,39,23,0,19,4,1,1,14,
